Day,ST02M,ST05M,ST15M,ST30M,T2,SM01,SM02,SM03,SM04,SM05,SM06
60.4,3.3,3.1,3.6,3.5,2.9,47.5,42.2,48.6,44,39.2,33.9
60.5,3.9,3.3,3.6,3.5,4.5,47.5,42.2,48.5,44,39.3,34
60.6,4.1,3.5,3.7,3.5,6.2,47.5,42.1,48.5,44,39.2,33.9
60.7,4.1,3.7,3.8,3.5,6.1,47.5,42.1,48.5,43.9,39.2,33.9
60.8,3.7,3.6,3.8,3.5,4,47.5,42.1,48.5,43.9,39.1,33.8
60.9,3.1,3.4,3.8,3.5,2.2,47.5,42.1,48.4,43.9,39.1,33.8
61,2.8,3.2,3.7,3.5,1.6,47.5,42,48.5,43.9,39.1,33.8
61.1,2.6,2.9,3.6,3.5,1.6,47.5,42,48.6,43.9,39.1,33.8
61.2,2.5,2.8,3.5,3.5,1.4,47.5,42,48.6,43.9,39.2,33.8
61.3,2.4,2.7,3.4,3.5,0.1,47.4,42,48.6,43.9,39.1,33.8
61.4,2.9,2.7,3.3,3.4,3.5,47.4,41.9,48.7,43.8,39.1,33.8
61.5,3.6,3,3.4,3.4,6.2,47.4,41.9,48.5,43.8,39.1,33.8
61.6,4,3.3,3.5,3.4,6.8,47.4,41.8,48.5,43.8,39,33.8
61.7,4.1,3.6,3.6,3.4,6.5,47.4,41.8,48.5,43.7,39,33.8
61.8,3.9,3.6,3.7,3.4,5.4,47.4,41.8,48.9,43.7,39,33.7
61.9,3.6,3.5,3.8,3.4,3.4,47.4,41.8,48.9,43.7,39,33.7
62,3.1,3.3,3.7,3.4,2.4,47.4,41.8,49,43.7,38.9,33.7
62.1,2.8,3.1,3.6,3.4,1.9,47.4,41.8,48.9,43.7,39,33.7
62.2,2.6,2.9,3.5,3.4,1.6,47.4,41.8,48.9,43.7,38.9,33.7
62.3,2.4,2.7,3.4,3.4,1.8,47.4,41.8,48.9,43.7,38.9,33.7
62.4,2.9,2.7,3.3,3.4,4.8,47.4,41.8,48.9,43.6,38.9,33.6
62.5,3.8,3.1,3.4,3.4,6.9,47.4,41.7,48.8,43.6,38.9,33.7
62.6,4.2,3.4,3.5,3.4,7.4,47.4,41.7,48.7,43.6,38.9,33.6
62.7,4.4,3.7,3.7,3.3,7.5,47.4,41.7,48.6,43.6,38.8,33.6
62.8,3.9,3.7,3.8,3.4,4.8,47.4,41.6,48.7,43.6,38.9,33.6
62.9,3.4,3.5,3.8,3.4,3.9,47.4,41.6,48.7,43.6,38.9,33.6
63,3.2,3.3,3.7,3.4,3.9,47.4,41.6,48.7,43.6,38.8,33.6
63.1,3.1,3.2,3.7,3.4,3.4,47.4,41.6,48.7,43.5,38.9,33.6
63.2,3,3.1,3.6,3.4,2.8,47.4,41.6,48.5,43.5,39,33.7
63.3,3,3,3.6,3.4,3,47.4,41.6,48.4,43.5,38.8,33.6
63.4,3.4,3.1,3.6,3.4,4.7,47.4,41.5,48.4,43.5,38.8,33.6
63.5,3.9,3.3,3.6,3.4,5.4,47.4,41.5,48.4,43.5,38.8,33.6
63.6,4.3,3.6,3.7,3.4,6.8,47.4,41.5,48.4,43.5,38.8,33.6
63.7,4.4,3.8,3.8,3.4,7.4,47.4,41.5,48.4,43.5,38.8,33.6
63.8,3.9,3.7,3.8,3.4,4.7,47.4,41.5,48.4,43.5,38.8,33.6
63.9,3.5,3.5,3.8,3.4,3.6,47.4,41.5,48.4,43.5,38.8,33.6
64,3.2,3.4,3.8,3.5,3.2,47.4,41.5,48.5,43.5,38.7,33.5
64.1,3,3.2,3.7,3.5,2.5,47.4,41.5,48.5,43.5,38.7,33.5
64.2,2.7,3,3.6,3.5,1.4,47.4,41.5,48.6,43.5,38.8,33.5
64.3,2.4,2.8,3.5,3.5,-0.4,47.4,41.5,48.7,43.5,38.8,33.6
64.4,2.7,2.7,3.4,3.5,2.3,47.4,41.5,48.5,43.5,38.8,33.5
64.5,3.6,3,3.4,3.4,6.2,47.4,41.5,48.5,43.4,38.8,33.5
64.6,4.2,3.4,3.5,3.4,7.9,47.4,41.5,48.5,43.4,38.7,33.5
64.7,4.3,3.7,3.7,3.4,6.7,47.4,41.5,48.5,43.4,38.6,33.5
64.8,3.6,3.6,3.7,3.4,4,47.4,41.4,48.4,43.4,38.6,33.4
64.9,3.2,3.3,3.7,3.4,3.2,47.4,41.5,48.3,43.4,38.6,33.4
65,2.9,3.2,3.6,3.4,2,47.4,41.5,48.3,43.4,38.6,33.4
65.1,2.6,3,3.5,3.5,-0.1,47.4,41.4,48.2,43.4,38.7,33.5
65.2,2.3,2.7,3.4,3.4,-1.1,47.4,41.5,48.3,43.4,38.6,33.4
65.3,2,2.5,3.3,3.4,0,47.4,41.5,48.5,43.4,38.7,33.5
65.4,2.3,2.4,3.2,3.4,3.3,47.4,41.4,48.6,43.4,38.7,33.5
65.5,3.3,2.8,3.2,3.4,8,47.4,41.4,48,43.4,38.7,33.5
65.6,4,3.2,3.3,3.3,9.9,47.4,41.4,47.9,43.4,38.6,33.5
65.7,4.3,3.5,3.5,3.3,9.5,47.4,41.4,47.7,43.3,38.7,33.5
65.8,3.9,3.6,3.6,3.3,7.1,47.4,41.4,47.6,43.3,38.6,33.5
65.9,3.9,3.6,3.7,3.3,7.1,47.4,41.4,47.6,43.3,38.6,33.5
66,3.8,3.6,3.7,3.4,6.1,47.4,41.3,47.6,43.3,38.7,33.5
66.1,3.6,3.5,3.7,3.4,5.5,47.4,41.3,47.6,43.3,38.7,33.5
66.2,3.8,3.5,3.7,3.4,6.5,47.4,41.3,47.6,43.3,38.7,33.5
66.3,3.9,3.6,3.7,3.4,6.2,47.4,41.3,47.7,43.3,38.7,33.5
66.4,4.2,3.7,3.8,3.4,7.6,47.4,41.3,48,43.3,38.6,33.5
66.5,4.8,4,3.9,3.4,10.2,47.4,41.2,48,43.3,38.6,33.4
66.6,5.5,4.3,4,3.5,11.7,47.4,41.2,48,43.3,38.6,33.4
66.7,5.6,4.6,4.2,3.5,9.7,47.4,41.2,48,43.2,38.6,33.4
66.8,4.9,4.5,4.3,3.6,6,47.4,41.2,48,43.2,38.6,33.4
66.9,4.4,4.3,4.3,3.6,4.6,47.4,41.2,48,43.2,38.5,33.4
67,4,4,4.3,3.7,4.3,47.4,41.2,48,43.2,38.6,33.4
67.1,3.8,3.9,4.2,3.7,4.6,47.4,41.2,48,43.2,38.7,33.5
67.2,3.6,3.7,4.1,3.7,4.5,47.4,41.2,48,43.2,38.6,33.4
67.3,3.4,3.5,4,3.7,4.2,47.4,41.2,48.1,43.3,38.6,33.4
67.4,3.7,3.5,3.9,3.7,7.7,47.4,41.1,48,43.3,38.7,33.5
67.5,4.7,3.9,4,3.7,13.3,47.4,41.1,48,43.3,38.7,33.5
67.6,5.6,4.4,4.1,3.7,14.4,47.4,41.1,48.1,43.3,38.6,33.4
67.7,5.9,4.8,4.3,3.7,13.5,47.4,41.1,48.1,43.2,38.6,33.4
67.8,5.3,4.8,4.5,3.7,10.4,47.4,41,48,43.2,38.5,33.4
67.9,4.8,4.6,4.5,3.8,9.1,47.4,41.1,48,43.2,38.6,33.4
68,4.5,4.4,4.5,3.8,7.4,47.4,41,47.9,43.2,38.5,33.3
68.1,4.2,4.2,4.4,3.8,6.6,47.4,41,48.1,43.1,38.5,33.4
68.2,4,4.1,4.4,3.9,5.9,47.4,41,48.1,43.1,38.4,33.3
68.3,3.8,3.9,4.3,3.9,5.4,47.4,41,48.1,43.1,38.5,33.3
68.4,4.2,3.9,4.2,3.9,9.2,47.4,41,48.1,43.1,38.5,33.3
68.5,5,4.2,4.3,3.9,14.6,47.4,41,48.1,43.1,38.5,33.3
68.6,5.7,4.7,4.4,3.9,15.6,47.4,40.9,48.1,43.1,38.4,33.3
68.7,6,5,4.6,3.9,14.2,47.4,40.9,48.1,43.1,38.4,33.3
68.8,5.4,4.9,4.7,3.9,10.9,47.4,40.9,48,43.1,38.5,33.3
68.9,4.9,4.7,4.7,4,8.9,47.4,40.9,48,43.1,38.4,33.3
69,4.6,4.6,4.7,4,7.5,47.4,40.9,48,43.1,38.5,33.3
69.1,4.3,4.4,4.6,4,6.3,47.4,40.9,48,43.1,38.5,33.3
69.2,4.1,4.2,4.5,4,6.2,47.4,40.9,48,43.1,38.3,33.2
69.3,3.9,4,4.4,4,6,47.4,40.9,48,43.1,38.4,33.3
69.4,4.3,4,4.4,4,8.8,47.4,40.9,48,43.1,38.5,33.3
69.5,5,4.3,4.4,4,10.7,47.4,40.9,48,43.1,38.4,33.3
69.6,5.6,4.7,4.5,4,12.1,47.4,40.9,48,43.1,38.5,33.3
69.7,5.8,5,4.7,4,11.3,47.4,40.9,48,43.1,38.4,33.3
69.8,5.2,4.9,4.8,4,7.3,47.4,40.9,47.9,43.1,38.4,33.3
69.9,4.7,4.6,4.8,4.1,5.6,47.4,40.9,47.9,43.1,38.4,33.3
70,4.4,4.4,4.7,4.1,4.9,47.4,40.9,47.9,43.1,38.4,33.3
70.1,4.1,4.2,4.6,4.1,3.8,47.4,40.9,48,43.1,38.4,33.3
70.2,3.7,4,4.5,4.1,2.1,47.4,40.8,48,43.1,38.5,33.3
70.3,3.4,3.8,4.4,4.1,1.4,47.4,40.8,48,43.1,38.4,33.3
70.4,3.7,3.7,4.3,4.1,5,47.4,40.8,48,43.1,38.3,33.2
70.5,4.4,4,4.3,4.1,9.1,47.4,40.8,48,43,38.4,33.2
70.6,5,4.3,4.4,4,11.1,47.4,40.7,48,43,38.4,33.3
70.7,5.2,4.6,4.5,4,10.7,47.4,40.7,47.9,43,38.4,33.3
70.8,4.5,4.5,4.5,4,7.5,47.4,40.7,47.9,43,38.4,33.3
70.9,4.1,4.2,4.5,4.1,5.8,47.4,40.6,47.8,43,38.4,33.2
71,3.8,4,4.4,4.1,5.3,47.4,40.6,47.9,43,38.4,33.2
71.1,3.6,3.8,4.4,4.1,4.7,47.4,40.6,47.9,43,38.3,33.2
71.2,3.5,3.7,4.3,4.1,5.2,47.3,40.6,47.9,43,38.4,33.2
71.3,3.4,3.6,4.2,4,4.8,47.3,40.6,47.9,43,38.5,33.3
71.4,3.8,3.6,4.1,4,9.1,47.3,40.6,47.9,43,38.4,33.3
71.5,4.9,4,4.2,4,13.7,47.3,40.6,47.9,43,38.4,33.2
71.6,5.8,4.6,4.3,4,15.8,47.4,40.6,47.8,42.9,38.3,33.2
71.7,6.1,5,4.6,4,15.1,47.4,40.5,47.8,42.9,38.3,33.2
71.8,5.6,5,4.7,4,11.6,47.4,40.5,47.8,42.9,38.3,33.2
71.9,5.1,4.8,4.8,4,9.8,47.4,40.5,47.8,42.9,38.4,33.2
72,4.7,4.6,4.8,4.1,8.5,47.4,40.5,47.9,42.9,38.3,33.2
72.1,4.4,4.5,4.7,4.1,7.3,47.3,40.5,47.9,42.9,38.3,33.2
72.2,4.1,4.3,4.6,4.1,5.9,47.3,40.5,47.9,42.9,38.2,33.2
72.3,3.9,4.1,4.5,4.2,4.9,47.3,40.5,47.8,42.9,38.3,33.2
72.4,4.4,4.1,4.5,4.1,9.6,47.3,40.4,47.8,42.9,38.3,33.2
72.5,5.4,4.5,4.5,4.1,13.2,47.3,40.4,47.7,42.9,38.3,33.2
72.6,6.1,4.9,4.7,4.1,15.3,47.3,40.4,47.7,42.9,38.3,33.2
72.7,6.2,5.3,4.8,4.1,14.4,47.3,40.3,47.7,42.8,38.2,33.2
72.8,5.7,5.2,5,4.2,10.8,47.3,40.3,47.7,42.8,38.2,33.1
72.9,5.3,5,5,4.2,9.7,47.3,40.3,47.7,42.8,38.3,33.2
73,5,4.9,5,4.2,8.3,47.3,40.3,47.8,42.8,38.3,33.2
73.1,4.9,4.7,4.9,4.3,8,47.3,40.3,47.9,42.8,38.2,33.1
73.2,4.9,4.7,4.9,4.3,7.8,47.3,40.3,47.9,42.8,38.2,33.1
73.3,5,4.7,4.9,4.3,6.9,47.3,40.3,47.9,42.8,38.3,33.2
73.4,5,4.7,4.9,4.3,4.9,47.3,40.3,47.9,43.1,38.5,33.3
73.5,5.1,4.7,4.9,4.3,5.6,47.3,40.3,48,43.1,38.5,33.3
73.6,5.1,4.7,4.9,4.3,6.3,47.3,40.3,48.1,43.1,38.5,33.3
73.7,5,4.8,4.9,4.3,6.5,47.3,40.3,48,43.1,38.4,33.3
73.8,4.8,4.7,4.9,4.3,5.5,47.3,40.3,48.1,43.1,38.5,33.3
73.9,4.6,4.6,4.8,4.3,5.3,47.3,40.3,48.1,43.1,38.4,33.3
74,4.5,4.5,4.8,4.4,5.1,47.3,40.3,48.1,43.1,38.4,33.3
74.1,4.5,4.4,4.8,4.3,4.7,47.3,40.3,48.1,43.1,38.5,33.3
74.2,4.6,4.4,4.7,4.3,5.5,47.3,40.8,48.1,45.4,40.3,34.8
74.3,4.9,4.5,4.7,4.3,6.5,47.3,40.9,48.2,45.1,40.1,34.6
74.4,5.2,4.6,4.8,4.3,7.4,47.3,41.7,48.3,45.4,40.3,34.8
74.5,5.7,4.9,4.9,4.3,8.7,47.3,42.2,48.4,45.2,40.1,34.6
74.6,5.9,5.1,5,4.3,8.5,47.3,42.3,48.4,45,40,34.5
74.7,6,5.2,5.1,4.3,7.9,47.4,42.3,48.4,45,40,34.5
74.8,5.9,5.3,5.2,4.4,7.8,47.4,42.6,48.5,45.1,40.1,34.6
74.9,5.9,5.3,5.2,4.4,8,47.4,42.8,48.6,45,40,34.5
75,5.7,5.3,5.2,4.4,7.2,47.4,42.7,48.7,44.9,39.9,34.5
75.1,5.6,5.2,5.2,4.5,6.9,47.4,42.6,48.5,44.8,39.8,34.4
75.2,5.5,5.1,5.2,4.5,7,47.4,42.5,48.5,44.7,39.8,34.3
75.3,5.5,5.1,5.2,4.5,7.3,47.4,42.5,48.5,44.7,39.8,34.3
75.4,5.7,5.2,5.2,4.5,8.1,47.4,42.4,48.5,44.6,39.7,34.3
75.5,6,5.3,5.2,4.5,9,47.4,42.3,48.6,44.5,39.6,34.2
75.6,6.3,5.5,5.3,4.6,10.1,47.4,42.3,48.7,44.5,39.6,34.2
75.7,6.5,5.7,5.4,4.6,9.7,47.4,42.2,48.6,44.4,39.6,34.2
75.8,6.2,5.7,5.5,4.6,8.4,47.4,42.1,48.6,44.4,39.6,34.2
75.9,6,5.6,5.5,4.6,7.7,47.4,42.1,48.5,44.4,39.5,34.1
76,5.9,5.5,5.5,4.7,7.4,47.4,42.1,48.5,44.4,39.4,34.1
76.1,5.7,5.4,5.5,4.7,7.1,47.4,42,48.6,44.3,39.5,34.1
76.2,5.6,5.3,5.5,4.7,6.6,47.4,42,48.7,44.3,39.5,34.1
76.3,5.5,5.3,5.4,4.7,6.5,47.4,41.9,48.4,44.3,39.4,34.1
76.4,5.8,5.3,5.4,4.7,8.4,47.4,41.9,48.4,44.3,39.4,34.1
76.5,6.5,5.6,5.5,4.7,10.6,47.4,41.9,48.4,44.2,39.3,34
76.6,7,6,5.6,4.7,10.9,47.4,41.8,48.4,44.2,39.4,34
76.7,7,6.2,5.8,4.8,9.3,47.4,41.8,48.3,44.2,39.3,34
76.8,6.7,6.1,5.8,4.8,7.5,47.4,41.9,48.4,44.8,39.8,34.3
76.9,6.3,5.9,5.9,4.9,7,47.4,42.1,48.5,44.9,39.9,34.4
77,6.1,5.8,5.8,4.9,6.8,47.4,42.3,48.5,44.8,39.8,34.4
77.1,5.9,5.7,5.8,4.9,6.3,47.4,42.3,48.6,44.7,39.8,34.4
77.2,5.7,5.5,5.7,4.9,5.4,47.4,42.4,48.6,44.9,40,34.5
77.3,5.6,5.4,5.7,5,5.6,47.4,42.8,48.7,45.3,40.3,34.7
77.4,5.9,5.4,5.6,4.9,7.1,47.4,43.1,48.8,45.3,40.3,34.7
77.5,6.2,5.6,5.6,4.9,7.7,47.4,43,48.7,45.2,40.3,34.7
77.6,6.6,5.8,5.7,4.9,9.8,47.5,42.9,48.7,45.1,40.1,34.6
77.7,6.8,6.1,5.8,5,10.5,47.5,42.8,48.7,45,40,34.5
77.8,6.5,6,5.9,5,9.5,47.5,42.7,48.7,44.9,39.9,34.5
77.9,6.3,5.9,5.9,5,9.1,47.5,42.6,48.7,44.9,39.9,34.5
78,6.1,5.8,5.9,5,8.3,47.5,42.5,48.7,44.8,39.8,34.3
78.1,5.9,5.7,5.9,5.1,7.5,47.5,42.4,48.6,44.8,39.7,34.3
78.2,5.7,5.5,5.8,5.1,6.4,47.5,42.3,48.6,44.7,39.8,34.4
78.3,5.5,5.4,5.7,5.1,6.4,47.5,42.3,48.6,44.7,39.8,34.3
78.4,5.7,5.4,5.6,5.1,10.3,47.5,42.2,48.6,44.6,39.7,34.3
78.5,6.6,5.7,5.7,5,15.1,47.5,42.1,48.6,44.5,39.7,34.3
78.6,7.4,6.3,5.8,5,17.9,47.5,42.1,48.6,44.5,39.6,34.2
78.7,7.7,6.6,6,5,17.2,47.5,42,48.5,44.4,39.5,34.1
78.8,7.3,6.6,6.2,5.1,14,47.5,41.9,48.5,44.4,39.4,34.1
78.9,7,6.5,6.2,5.1,14.1,47.5,41.9,48.5,44.4,39.5,34.1
79,6.8,6.3,6.2,5.2,13,47.5,41.8,48.5,44.3,39.4,34.1
79.1,6.7,6.2,6.2,5.2,12.6,47.5,41.8,48.5,44.3,39.4,34.1
79.2,6.6,6.2,6.2,5.2,12.5,47.5,41.7,48.5,44.3,39.4,34.1
79.3,6.7,6.1,6.2,5.3,12.7,47.5,41.7,48.5,44.3,39.5,34.2
79.4,7.2,6.3,6.2,5.3,14.9,47.5,41.6,48.5,44.3,39.5,34.1
79.5,8.2,6.8,6.3,5.3,17.6,47.5,41.6,48.4,44.3,39.4,34.1
79.6,8.8,7.3,6.5,5.3,17.7,47.5,41.5,48.4,44.2,39.3,34
79.7,8.6,7.5,6.7,5.3,14.6,47.4,41.4,48.4,44.2,39.3,34
79.8,8,7.3,6.9,5.4,10,47.4,41.4,48.4,44.2,39.2,33.9
79.9,7.4,7,6.8,5.5,8,47.4,41.3,48.3,44.1,39.3,34
80,7,6.8,6.8,5.5,5.7,47.4,41.3,48.4,44.3,39.6,34.2
80.1,6.7,6.5,6.7,5.6,5.2,47.4,41.7,48.6,45.3,40.3,34.8
80.2,6.3,6.3,6.5,5.6,4.5,47.4,42.2,48.9,45.4,40.4,34.8
80.3,6.1,6.1,6.4,5.6,6,47.4,42.3,48.9,45.2,40.2,34.7
80.4,6.5,6.1,6.3,5.6,7.1,47.5,44.1,49.4,46.1,40.9,35.2
80.5,7,6.3,6.3,5.6,8.5,47.7,44.7,49.6,46,40.9,35.2
80.6,7.3,6.5,6.4,5.6,8.5,47.8,44,49.4,45.7,40.6,35
80.7,7.2,6.6,6.5,5.6,8.4,47.7,43.6,49.2,45.5,40.5,34.9
80.8,6.7,6.5,6.5,5.6,7.3,47.7,43.3,49.1,45.5,40.4,34.8
80.9,6.4,6.2,6.4,5.6,5.9,47.7,43.5,49.1,45.6,40.5,34.9
81,6.1,6.1,6.4,5.6,4.3,47.7,43.6,49.1,45.7,40.6,35
81.1,5.8,5.8,6.3,5.6,3.4,47.6,43.5,49.1,45.6,40.5,34.9
81.2,5.5,5.6,6.1,5.6,3,47.6,43.3,49.1,45.5,40.5,34.9
81.3,5.3,5.4,6,5.6,3.2,47.6,43.1,49.1,45.4,40.5,34.9
81.4,5.5,5.4,5.9,5.5,4.6,47.6,43,49,45.4,40.3,34.8
81.5,6.1,5.6,5.9,5.5,6.3,47.6,42.9,49,45.3,40.3,34.8
81.6,6.4,5.8,5.9,5.5,7.3,47.6,42.8,49,45.3,40.3,34.7
81.7,6.3,5.9,6,5.4,7.2,47.6,42.6,48.9,45.2,40.3,34.7
81.8,5.8,5.8,6,5.4,5.1,47.6,42.5,48.9,45.2,40.1,34.6
81.9,5.3,5.5,5.9,5.4,3.7,47.6,42.4,48.9,45.1,40,34.5
82,5,5.2,5.8,5.4,2.7,47.6,42.4,48.9,45.2,40.1,34.6
82.1,4.7,5,5.7,5.4,2,47.6,42.4,48.9,45.2,40.2,34.6
82.2,4.3,4.7,5.5,5.4,1,47.6,42.3,48.9,45.2,40.1,34.6
82.3,4.1,4.5,5.4,5.3,1.4,47.5,42.3,48.9,45.2,40.1,34.6
82.4,4.5,4.5,5.3,5.3,3.5,47.5,42.2,48.9,45.1,40,34.6
82.5,4.9,4.7,5.2,5.2,4.2,47.5,42.2,48.8,45.1,40.1,34.6
82.6,4.9,4.8,5.3,5.2,5.5,47.5,42.2,48.8,45.2,40.2,34.6
82.7,5.1,4.9,5.3,5.2,4.5,47.5,42.4,48.8,45.3,40.3,34.8
82.8,4.6,4.7,5.3,5.1,2.6,47.5,42.5,48.8,45.3,40.1,34.6
82.9,4.1,4.5,5.2,5.1,2.1,47.5,42.5,48.8,45.2,40.2,34.6
83,4,4.3,5.1,5.1,1.7,47.5,42.4,48.8,45.1,40.1,34.6
83.1,3.8,4.1,5,5,1.5,47.5,42.4,48.8,44.9,40,34.5
83.2,3.7,4,4.9,5,1.4,47.5,42.4,48.8,44.7,39.7,34.3
83.3,3.6,3.9,4.8,5,0.9,47.5,42.4,48.8,44.7,39.7,34.3
83.4,4,3.9,4.7,4.9,4.1,47.5,42.4,48.8,44.7,39.8,34.3
83.5,4.7,4.3,4.7,4.9,4.9,47.5,42.4,48.8,44.7,39.7,34.3
83.6,5.2,4.6,4.8,4.8,5.6,47.4,42.3,48.8,44.6,39.7,34.3
83.7,5.1,4.7,4.9,4.8,4.8,47.5,42.2,48.8,44.6,39.7,34.3
83.8,4.5,4.6,5,4.8,3,47.4,42.2,48.8,44.6,39.6,34.2
83.9,4,4.3,4.9,4.8,1.8,47.4,42.2,48.8,44.6,39.7,34.3
84,3.7,4.1,4.8,4.8,1,47.4,42.1,48.8,44.5,39.6,34.2
84.1,3.4,3.8,4.7,4.8,0.8,47.4,42.1,48.8,44.5,39.7,34.3
84.2,3.1,3.6,4.6,4.8,0.2,47.4,42.1,48.7,44.5,39.7,34.2
84.3,2.9,3.4,4.4,4.7,0.9,47.4,42.1,48.6,44.5,39.6,34.2
84.4,3.5,3.5,4.3,4.7,5.1,47.4,42.1,48.6,44.5,39.6,34.2
84.5,4.7,3.9,4.4,4.6,6.8,47.4,42,48.6,44.5,39.6,34.2
84.6,5.2,4.4,4.5,4.6,8.2,47.4,41.9,48.6,44.4,39.5,34.1
84.7,5.2,4.7,4.7,4.6,7.9,47.4,41.9,48.6,44.4,39.5,34.2
84.8,4.7,4.6,4.8,4.6,5.7,47.4,41.8,48.6,44.3,39.5,34.2
84.9,4.3,4.4,4.8,4.6,4.3,47.4,41.8,48.6,44.3,39.4,34.1
85,4,4.2,4.7,4.6,3.4,47.4,41.8,48.5,44.3,39.4,34.1
85.1,3.8,4,4.7,4.6,2.4,47.4,41.8,48.5,44.3,39.4,34.1
85.2,3.6,3.8,4.6,4.6,1.8,47.4,41.7,48.5,44.2,39.3,34
85.3,3.5,3.7,4.5,4.6,2.1,47.4,41.7,48.5,44.2,39.3,34
85.4,3.9,3.8,4.4,4.5,3.9,47.4,41.7,48.5,44.1,39.3,34
85.5,4.7,4.1,4.5,4.5,7.2,47.4,41.6,48.5,44.1,39.3,34
85.6,5.5,4.6,4.6,4.5,10.6,47.4,41.5,48.5,44.1,39.2,33.9
85.7,5.8,5,4.8,4.5,10.8,47.4,41.5,48.5,44,39.2,33.9
85.8,5.4,5,4.9,4.5,8.3,47.4,41.4,48.5,44,39.2,33.9
85.9,4.9,4.8,5,4.5,5.9,47.4,41.4,48.4,44,39.1,33.8
86,4.6,4.6,4.9,4.6,5,47.4,41.4,48.4,44,39.2,33.9
86.1,4.2,4.4,4.9,4.6,3.6,47.4,41.4,48.4,44,39.2,33.9
86.2,3.9,4.2,4.8,4.6,2.2,47.4,41.4,48.4,44.1,39.2,33.9
86.3,3.6,3.9,4.7,4.6,1.9,47.4,41.4,48.4,44.1,39.3,33.9
86.4,4.2,4,4.6,4.6,4.1,47.4,41.3,48.4,44,39.2,33.9
86.5,5.1,4.4,4.6,4.5,7.1,47.4,41.3,48.4,44,39.2,33.9
86.6,5.7,4.8,4.8,4.5,8.2,47.4,41.2,48.4,44.1,39.3,33.9
86.7,5.7,5,4.9,4.5,6.7,47.4,41.2,48.4,44.1,39.3,34
86.8,5.4,5,5,4.5,5.3,47.4,41.2,48.4,44.2,39.4,34.1
86.9,5,4.9,5.1,4.6,3.7,47.4,41.1,48.4,44.5,39.6,34.2
87,4.5,4.6,5,4.6,3,47.4,41.1,48.4,44.6,39.7,34.3
87.1,4.5,4.5,4.9,4.6,4.6,47.4,41.2,48.4,44.6,39.8,34.3
87.2,4.6,4.5,4.9,4.6,4.5,47.4,41.1,48.4,44.7,39.7,34.3
87.3,4.7,4.5,4.9,4.6,4.1,47.4,41.1,48.4,44.7,39.7,34.3
87.4,4.9,4.6,4.9,4.6,4.4,47.4,41.1,48.4,44.7,39.8,34.3
87.5,5.7,4.8,4.9,4.6,7.5,47.4,41.1,48.4,44.7,39.8,34.3
87.6,6.5,5.3,5.1,4.6,12.6,47.4,41,48.4,44.7,39.7,34.3
87.7,6.8,5.7,5.3,4.6,13.6,47.4,40.9,48.4,44.7,39.7,34.3
87.8,6.4,5.8,5.5,4.7,10.5,47.4,40.9,48.3,44.7,39.7,34.3
87.9,5.9,5.6,5.5,4.7,8.5,47.4,40.9,48.3,44.7,39.7,34.3
88,5.6,5.4,5.5,4.8,7.6,47.4,40.9,48.3,44.7,39.6,34.2
88.1,5.3,5.2,5.5,4.8,6.7,47.4,40.9,48.3,44.7,39.8,34.3
88.2,5.1,5,5.4,4.8,6.3,47.4,40.9,48.3,44.7,39.8,34.4
88.3,5,4.9,5.3,4.8,6.7,47.4,40.9,48.3,44.7,39.7,34.3
88.4,5.9,5.1,5.3,4.8,11.5,47.4,40.9,48.3,44.7,39.7,34.3
88.5,7.2,5.7,5.4,4.8,15.1,47.4,40.8,48.3,44.6,39.7,34.3
88.6,8.1,6.4,5.7,4.8,16.8,47.4,40.7,48.3,44.6,39.6,34.2
88.7,8.2,6.8,6,4.9,16,47.4,40.6,48.3,44.5,39.5,34.2
88.8,7.6,6.8,6.2,4.9,13.1,47.4,40.6,48.2,44.5,39.6,34.2
88.9,7.1,6.6,6.2,5,11.9,47.4,40.6,48.2,44.5,39.6,34.2
89,6.9,6.4,6.2,5.1,11.2,47.4,40.6,48.2,44.5,39.6,34.2
89.1,6.7,6.3,6.2,5.1,10.6,47.4,40.6,48.2,44.5,39.6,34.2
89.2,6.6,6.2,6.2,5.2,9.3,47.4,40.6,48.2,44.5,39.6,34.2
89.3,6.5,6.1,6.1,5.2,9.8,47.4,40.5,48.2,44.5,39.6,34.2
89.4,7.1,6.3,6.2,5.3,13.1,47.4,40.5,48.2,44.4,39.5,34.2
89.5,8,6.7,6.3,5.3,15.6,47.4,40.4,48.2,44.4,39.5,34.1
89.6,8.8,7.2,6.4,5.3,17,47.4,40.3,48.2,44.3,39.4,34
89.7,8.9,7.6,6.7,5.3,16.2,47.4,40.2,48.1,44.2,39.3,34
89.8,8.3,7.5,6.9,5.4,12.9,47.4,40.2,48.1,44.2,39.3,34
89.9,7.7,7.2,6.9,5.5,11,47.4,40.2,48.1,44.2,39.3,34
90,7.3,7,6.8,5.5,9.3,47.4,40.2,48.1,44.1,39.3,34
90.1,7.1,6.7,6.7,5.6,9,47.4,40.2,48.1,44.1,39.2,33.9
90.2,6.9,6.6,6.7,5.6,8.2,47.4,40.1,48.1,44.1,39.3,34
90.3,6.9,6.5,6.6,5.7,9.5,47.4,40.1,48.1,44.1,39.3,34
90.4,7.6,6.7,6.6,5.7,13.4,47.4,40.1,48.1,44,39.2,33.9
90.5,8.7,7.2,6.7,5.7,17,47.4,40.1,48.1,44,39.1,33.8
